account_id,degree,component_size,edge_density,n_shared_attr_types,n_high_conf_attr_types,ip_only_component,signup_spread_hours,txn_spread_hours,avg_txn_amount,ring_id,is_ring_member,is_hard_negative,is_evasive_ring
acct_be2f2f6c44,0,1,0.0,0,0,0,0.0,5256.0,1964.2333333333333,,0,False,False
acct_a8f3f688b9,0,1,0.0,0,0,0,0.0,0.0,3790.47,,0,False,False
acct_aec518cfe2,0,1,0.0,0,0,0,0.0,8184.0,2998.4750000000004,,0,False,False
acct_5cf7760fa6,0,1,0.0,0,0,0,0.0,1584.0,3189.6433333333334,,0,False,False
acct_4d35d4c95c,0,1,0.0,0,0,0,0.0,2208.0,2511.7466666666664,,0,False,False
acct_a35ed8a689,0,1,0.0,0,0,0,0.0,4608.0,2145.346666666667,,0,False,False
acct_cdeb8d850a,0,1,0.0,0,0,0,0.0,720.0,2117.346666666667,,0,False,False
acct_9ae5aefd01,0,1,0.0,0,0,0,0.0,7344.0,3318.4049999999997,,0,False,False
acct_bcad4144e4,13,14,1.0,1,0,1,12195.424722222222,19649.47111111111,2302.0728846153843,,0,False,False
acct_f23b7e2e8f,0,1,0.0,0,0,0,0.0,2136.0,1453.6599999999999,,0,False,False
acct_b50316d928,0,1,0.0,0,0,0,0.0,2376.0,2392.6133333333332,,0,False,False
acct_63d9c0d329,1,2,1.0,1,1,0,732.9194444444445,6936.0,1771.7600000000002,,0,False,False
acct_96793939c2,0,1,0.0,0,0,0,0.0,0.0,4767.1,,0,False,False
acct_be049292ce,0,1,0.0,0,0,0,0.0,4584.0,2651.4900000000002,,0,False,False
acct_33cf0d1e2f,4,5,1.0,1,1,0,29.425833333333333,1332.9094444444445,1864.025,evasive_ring_009,1,False,True
acct_f38e4ad608,18,19,1.0,1,0,1,12859.060833333333,19322.019722222223,2563.963548387097,,0,False,False
acct_7fa8d47963,0,1,0.0,0,0,0,0.0,7680.0,2045.745,,0,False,False
acct_49fc369ab0,7,8,1.0,2,2,0,15.691666666666666,1256.9144444444444,2402.430666666666,evasive_ring_003,1,False,True
acct_38e2c56d72,19,20,1.0,1,0,1,11389.939722222221,19739.16083333333,2677.8928358208955,,0,False,False
acct_93138440a4,0,1,0.0,0,0,0,0.0,4608.0,3106.6940000000004,,0,False,False
acct_fa9529d686,0,1,0.0,0,0,0,0.0,1176.0,2061.175,,0,False,False
acct_8df59f4b8a,21,22,1.0,1,0,1,13408.179444444444,21324.978333333333,2252.1935294117643,,0,False,False
acct_172ef26b83,0,1,0.0,0,0,0,0.0,0.0,1270.6,,0,False,False
acct_3c75442047,0,1,0.0,0,0,0,0.0,0.0,1813.04,,0,False,False
acct_63942bfb7c,0,1,0.0,0,0,0,0.0,4968.0,4219.07,,0,False,False
acct_208c953e9d,0,1,0.0,0,0,0,0.0,3696.0,3362.79,,0,False,False
acct_635d6260ff,0,1,0.0,0,0,0,0.0,2976.0,2641.51,,0,False,False
acct_293e11cf07,23,24,1.0,1,0,1,12340.922777777778,20314.757222222222,2633.4054166666665,,0,False,False
acct_813489a332,0,1,0.0,0,0,0,0.0,8568.0,2871.98,,0,False,False
acct_a593cac2b9,0,1,0.0,0,0,0,0.0,7344.0,2763.35,,0,False,False
acct_4c02668288,18,19,1.0,1,0,1,10778.700555555555,18098.700555555555,2550.1003636363635,,0,False,False
acct_5d82bbc96e,6,7,1.0,2,2,0,11.482777777777779,1368.0,1993.843846153846,evasive_ring_013,1,False,True
acct_7490d0dea3,0,1,0.0,0,0,0,0.0,2664.0,2136.2575,,0,False,False
acct_1c8005416d,0,1,0.0,0,0,0,0.0,0.0,1450.4,,0,False,False
acct_d1bfca187d,7,8,1.0,1,1,0,51.69722222222222,52.24722222222222,2210.7623529411767,ring_035,1,False,False
acct_f56711679c,0,1,0.0,0,0,0,0.0,0.0,800.27,,0,False,False
acct_a01bfc5ef3,0,1,0.0,0,0,0,0.0,2424.0,2857.9479999999994,,0,False,False
acct_3a37ef3c0c,0,1,0.0,0,0,0,0.0,1872.0,3117.635,,0,False,False
acct_61e149f74e,0,1,0.0,0,0,0,0.0,3864.0,2699.4500000000003,,0,False,False
acct_208c72ba61,0,1,0.0,0,0,0,0.0,7632.0,1659.1933333333334,,0,False,False
acct_560f3a5163,0,1,0.0,0,0,0,0.0,3192.0,2032.28,,0,False,False
acct_c898f5d9e2,17,18,1.0,1,0,1,13462.246388888889,21862.24638888889,2190.339649122807,,0,False,False
acct_eac1403e6b,0,1,0.0,0,0,0,0.0,7992.0,2855.7149999999997,,0,False,False
acct_05638a89f1,0,1,0.0,0,0,0,0.0,0.0,2968.86,,0,False,False
acct_280324f59d,0,1,0.0,0,0,0,0.0,2736.0,2357.0,,0,False,False
acct_c19dcdd7d0,0,1,0.0,0,0,0,0.0,0.0,4414.15,,0,False,False
acct_3c375b0b5d,13,14,1.0,1,0,1,12195.424722222222,19649.47111111111,2302.0728846153843,,0,False,False
acct_70f92f281c,0,1,0.0,0,0,0,0.0,672.0,2744.425,,0,False,False
acct_ec911e7018,0,1,0.0,0,0,0,0.0,7656.0,1903.8700000000001,,0,False,False
acct_8a6a82a526,0,1,0.0,0,0,0,0.0,7200.0,2481.6839999999997,,0,False,False
acct_4e6bb33914,0,1,0.0,0,0,0,0.0,4608.0,3345.9439999999995,,0,False,False
acct_4b6748c859,0,1,0.0,0,0,0,0.0,8544.0,1981.7079999999999,,0,False,False
acct_ce590bda69,0,1,0.0,0,0,0,0.0,1776.0,3710.1366666666668,,0,False,False
acct_7b266ac3f8,0,1,0.0,0,0,0,0.0,7824.0,3251.3900000000003,,0,False,False
acct_2db0d1e83d,7,8,1.0,1,1,0,51.69722222222222,52.24722222222222,2210.7623529411767,ring_035,1,False,False
acct_89cc9689c2,18,19,1.0,1,0,1,13499.676944444445,18071.27611111111,2814.9192187500003,,0,False,False
acct_3f5d0a6d60,0,1,0.0,0,0,0,0.0,2736.0,2358.265,,0,False,False
acct_ef0dc23be7,0,1,0.0,0,0,0,0.0,8544.0,606.65,,0,False,False
acct_ce750cba77,21,22,1.0,1,0,1,12571.982777777777,19177.21277777778,2589.6075,,0,False,False
acct_0460a8c5c3,0,1,0.0,0,0,0,0.0,5880.0,2317.0125,,0,False,False
acct_aa8c03707c,0,1,0.0,0,0,0,0.0,0.0,3637.8,,0,False,False
acct_6a3e028aa7,0,1,0.0,0,0,0,0.0,7848.0,2846.3175,,0,False,False
acct_d30808064f,0,1,0.0,0,0,0,0.0,5688.0,1145.3899999999999,,0,False,False
acct_06e29f0d74,0,1,0.0,0,0,0,0.0,0.0,2190.81,,0,False,False
acct_141158c4f8,0,1,0.0,0,0,0,0.0,9312.0,2877.4025,,0,False,False
acct_87fa11118a,0,1,0.0,0,0,0,0.0,5568.0,2470.1766666666667,,0,False,False
acct_b489b36460,0,1,0.0,0,0,0,0.0,2880.0,4221.6449999999995,,0,False,False
acct_84415489c1,4,5,1.0,1,1,0,29.425833333333333,1332.9094444444445,1864.025,evasive_ring_009,1,False,True
acct_ad677e08ae,0,1,0.0,0,0,0,0.0,8208.0,3612.8650000000002,,0,False,False
acct_69f5d37877,0,1,0.0,0,0,0,0.0,0.0,1868.12,,0,False,False
acct_4f2e2aede2,0,1,0.0,0,0,0,0.0,7128.0,2447.5950000000003,,0,False,False
acct_f4dd1033c2,14,15,1.0,1,0,1,9802.166111111112,18075.890277777777,2463.73,,0,False,False
acct_7ae01bfbe3,5,6,1.0,2,2,0,3.9258333333333333,5.089166666666666,3394.2992307692307,ring_021,1,False,False
acct_12a70babda,0,1,0.0,0,0,0,0.0,7224.0,3067.7799999999997,,0,False,False
acct_41f2eb4575,0,1,0.0,0,0,0,0.0,1320.0,1980.573333333333,,0,False,False
acct_cf12a3b9c1,0,1,0.0,0,0,0,0.0,0.0,2556.45,,0,False,False
acct_6acdd913a7,0,1,0.0,0,0,0,0.0,408.0,2954.815,,0,False,False
acct_630b4af025,0,1,0.0,0,0,0,0.0,4512.0,2436.41,,0,False,False
acct_4c54fce48a,0,1,0.0,0,0,0,0.0,5688.0,3058.8424999999997,,0,False,False
acct_54c31c556b,18,19,1.0,1,0,1,10778.700555555555,18098.700555555555,2550.1003636363635,,0,False,False
acct_ea188ca853,0,1,0.0,0,0,0,0.0,4392.0,2528.036666666667,,0,False,False
acct_23245e0d81,0,1,0.0,0,0,0,0.0,4152.0,2991.975,,0,False,False
acct_682ff87935,0,1,0.0,0,0,0,0.0,0.0,3220.32,,0,False,False
acct_588bea4a81,0,1,0.0,0,0,0,0.0,9240.0,3410.8025,,0,False,False
acct_e62bb612b6,0,1,0.0,0,0,0,0.0,6768.0,4315.647499999999,,0,False,False
acct_c2bba910f0,0,1,0.0,0,0,0,0.0,9168.0,1319.25,,0,False,False
acct_1ce450ee99,0,1,0.0,0,0,0,0.0,0.0,2290.37,,0,False,False
acct_dc030721c4,0,1,0.0,0,0,0,0.0,0.0,4727.13,,0,False,False
acct_9e104765c8,21,22,1.0,1,0,1,11792.805277777778,19858.71138888889,2490.0601639344254,,0,False,False
acct_564231a0db,0,1,0.0,0,0,0,0.0,7416.0,2308.3824999999997,,0,False,False
acct_849518d0c7,0,1,0.0,0,0,0,0.0,5160.0,3004.125,,0,False,False
acct_736449184e,0,1,0.0,0,0,0,0.0,6360.0,2161.0975,,0,False,False
acct_e48944f729,3,4,1.0,2,2,0,25.45888888888889,983.3344444444444,2624.1319999999996,evasive_ring_008,1,False,True
acct_f968f26b16,0,1,0.0,0,0,0,0.0,0.0,1930.26,,0,False,False
acct_8d9a6e145d,7,8,1.0,2,2,0,50.97388888888889,51.24055555555555,2492.2564705882355,ring_028,1,False,False
acct_d3bbc74fc5,0,1,0.0,0,0,0,0.0,1728.0,1846.3100000000002,,0,False,False
acct_72c12aee2e,0,1,0.0,0,0,0,0.0,2304.0,2255.11,,0,False,False
acct_5dc45b6eab,15,16,1.0,1,0,1,12732.0775,21372.77972222222,2345.5634693877555,,0,False,False
acct_ab062444d9,0,1,0.0,0,0,0,0.0,0.0,2607.84,,0,False,False
acct_4c020bb5c8,0,1,0.0,0,0,0,0.0,3552.0,874.685,,0,False,False
acct_4f132d3a67,0,1,0.0,0,0,0,0.0,7488.0,1837.378,,0,False,False
acct_35c6bfc0fe,0,1,0.0,0,0,0,0.0,5784.0,1434.51,,0,False,False
acct_66dc9ea5f9,0,1,0.0,0,0,0,0.0,2928.0,2724.19,,0,False,False
acct_50959f0818,0,1,0.0,0,0,0,0.0,0.0,863.94,,0,False,False
acct_a6dd580f7d,0,1,0.0,0,0,0,0.0,1680.0,3865.38,,0,False,False
acct_9a39b409f1,0,1,0.0,0,0,0,0.0,2592.0,2141.515,,0,False,False
acct_4f60a3211a,0,1,0.0,0,0,0,0.0,6432.0,2369.108,,0,False,False
acct_55721371d5,0,1,0.0,0,0,0,0.0,4152.0,2407.773333333333,,0,False,False
acct_bb10bd1af9,17,18,1.0,1,0,1,13411.7975,18526.727222222224,2336.0228070175435,,0,False,False
acct_2ec8c4fea7,6,7,1.0,1,1,0,61.20333333333333,61.57,2772.526153846154,ring_026,1,False,False
acct_561da1fe18,0,1,0.0,0,0,0,0.0,7200.0,1641.47,,0,False,False
acct_afb2a2f771,0,1,0.0,0,0,0,0.0,8016.0,1516.58,,0,False,False
acct_f1132c46b7,0,1,0.0,0,0,0,0.0,5736.0,2178.8959999999997,,0,False,False
acct_0d676145cb,0,1,0.0,0,0,0,0.0,5592.0,2044.3899999999999,,0,False,False
acct_f9da14a7bd,18,19,1.0,1,0,1,10778.700555555555,18098.700555555555,2550.1003636363635,,0,False,False
acct_68e8403229,0,1,0.0,0,0,0,0.0,0.0,2809.965,,0,False,False
acct_6aec6f661e,6,7,1.0,1,1,0,17.363333333333333,20.23,2318.795333333334,ring_023,1,False,False
acct_3cee6be3c7,21,22,1.0,1,0,1,11792.805277777778,19858.71138888889,2490.0601639344254,,0,False,False
acct_657287b4ce,0,1,0.0,0,0,0,0.0,6360.0,3164.4139999999998,,0,False,False
acct_a93264c15e,0,1,0.0,0,0,0,0.0,8688.0,1878.464,,0,False,False
acct_50287c182d,7,8,1.0,2,2,0,50.97388888888889,51.24055555555555,2492.2564705882355,ring_028,1,False,False
acct_6adc5be4f7,2,3,1.0,1,1,0,22.635,23.918333333333333,1784.58,ring_008,1,False,False
acct_805df131fe,4,5,1.0,2,2,0,45.92722222222222,47.577222222222225,2628.526,ring_001,1,False,False
acct_ded8c7c760,0,1,0.0,0,0,0,0.0,3720.0,3116.3933333333334,,0,False,False
acct_f7f04cc174,6,7,1.0,1,1,0,17.363333333333333,20.23,2318.795333333334,ring_023,1,False,False
acct_8a4dbb53bf,0,1,0.0,0,0,0,0.0,0.0,2473.89,,0,False,False
acct_583cdc69b3,0,1,0.0,0,0,0,0.0,1224.0,1449.4399999999998,,0,False,False
acct_8a9b405cdc,16,17,1.0,1,0,1,12978.23361111111,17656.651944444446,2329.026296296296,,0,False,False
acct_362fbbd10f,0,1,0.0,0,0,0,0.0,5016.0,1792.7980000000002,,0,False,False
acct_dfee406178,0,1,0.0,0,0,0,0.0,7728.0,3552.865,,0,False,False
acct_0e825b858d,0,1,0.0,0,0,0,0.0,4464.0,2889.43,,0,False,False
acct_5fd6b6dbe4,21,22,1.0,1,0,1,12571.982777777777,19177.21277777778,2589.6075,,0,False,False
acct_f3b5d7b3df,0,1,0.0,0,0,0,0.0,3864.0,2931.9133333333334,,0,False,False
acct_567eb6a754,0,1,0.0,0,0,0,0.0,3264.0,1167.8233333333335,,0,False,False
acct_ea3578dcab,0,1,0.0,0,0,0,0.0,0.0,4074.92,,0,False,False
acct_feed6c3a81,0,1,0.0,0,0,0,0.0,6720.0,3159.4500000000003,,0,False,False
acct_dab9a2bb81,0,1,0.0,0,0,0,0.0,3840.0,2461.0933333333332,,0,False,False
acct_cdf839801d,0,1,0.0,0,0,0,0.0,5832.0,1282.5825,,0,False,False
acct_996c2e732f,6,7,1.0,1,1,0,20.301388888888887,22.468055555555555,2756.7653846153844,ring_016,1,False,False
acct_85e297329b,20,21,1.0,1,0,1,13388.944722222222,21331.976944444443,2231.3526229508198,,0,False,False
acct_a49aa202f1,1,2,1.0,1,1,0,22.463333333333335,25.163333333333334,1549.9660000000001,ring_014,1,False,False
acct_59eaea7960,0,1,0.0,0,0,0,0.0,6144.0,2269.0299999999997,,0,False,False
acct_883ae5d910,0,1,0.0,0,0,0,0.0,5328.0,890.685,,0,False,False
acct_c3ce9b5f2c,0,1,0.0,0,0,0,0.0,2616.0,2546.91,,0,False,False
acct_c8650ed0cb,0,1,0.0,0,0,0,0.0,7344.0,3425.522,,0,False,False
acct_ba80e9c8c3,0,1,0.0,0,0,0,0.0,1.6666666666666667,1058.975,ring_009,1,False,False
acct_6713acad35,14,15,1.0,1,0,1,11254.789444444445,16419.12722222222,2352.850476190476,,0,False,False
acct_14a5ff93e5,6,7,1.0,2,2,0,26.86777777777778,29.234444444444446,3230.091333333333,ring_012,1,False,False
acct_a2550c736d,3,8,0.5,3,3,0,40.76361111111111,43.094722222222224,2689.355625,ring_030,1,False,False
acct_0c963d4125,0,1,0.0,0,0,0,0.0,4512.0,2705.9125,,0,False,False
acct_64139be61f,0,1,0.0,0,0,0,0.0,1824.0,2113.675,,0,False,False
acct_5115324d24,0,1,0.0,0,0,0,0.0,0.0,2562.42,,0,False,False
acct_2601506069,1,2,1.0,1,1,0,33.62444444444444,33.791111111111114,2409.5375,ring_005,1,False,False
acct_eb5646c175,0,1,0.0,0,0,0,0.0,0.0,4192.85,,0,False,False
acct_948dc50299,0,1,0.0,0,0,0,0.0,2256.0,2680.9700000000003,,0,False,False
acct_c018d23c2e,0,1,0.0,0,0,0,0.0,1104.0,3913.7,,0,False,False
acct_f92cf3c140,0,1,0.0,0,0,0,0.0,3984.0,2363.702,,0,False,False
acct_611a853418,0,1,0.0,0,0,0,0.0,2088.0,1637.4850000000001,,0,False,False
acct_dc608f5970,1,2,1.0,1,1,0,5.333611111111111,5.533611111111111,3523.7899999999995,ring_009,1,False,False
acct_3b198bd421,23,24,1.0,1,0,1,12340.922777777778,20314.757222222222,2633.4054166666665,,0,False,False
acct_b08b9f8b18,5,6,1.0,2,2,0,3.9258333333333333,5.089166666666666,3394.2992307692307,ring_021,1,False,False
acct_e8c00e2507,0,1,0.0,0,0,0,0.0,0.0,442.31,,0,False,False
acct_a58a539b30,27,28,1.0,1,0,1,12570.43611111111,20516.663333333334,2544.280136986301,,0,False,False
acct_ca61a713f1,0,1,0.0,0,0,0,0.0,768.0,2351.6800000000003,,0,False,False
acct_bcab4ea809,0,1,0.0,0,0,0,0.0,5904.0,3207.0299999999997,,0,False,False
acct_3a1d8bfdd4,19,20,1.0,1,0,1,12943.4675,20190.8775,2706.055,,0,False,False
acct_3e17a7253e,0,1,0.0,0,0,0,0.0,2208.0,3540.65,,0,False,False
acct_eea8671983,3,4,1.0,1,1,0,27.211944444444445,7332.505277777777,2474.8,,0,True,False
acct_62ffa7ed43,0,1,0.0,0,0,0,0.0,8088.0,2885.773333333333,,0,False,False
acct_466812884d,15,16,1.0,1,0,1,12732.0775,21372.77972222222,2345.5634693877555,,0,False,False
acct_f3c5deaed0,0,1,0.0,0,0,0,0.0,0.0,4284.27,,0,False,False
acct_affeeaf958,4,5,1.0,1,1,0,7482.741388888889,13654.211944444445,2981.6850000000004,,0,False,False
acct_17109465a3,0,1,0.0,0,0,0,0.0,1032.0,1809.705,,0,False,False
acct_34c06144bd,0,1,0.0,0,0,0,0.0,4224.0,2589.332,,0,False,False
acct_ef2551584e,0,1,0.0,0,0,0,0.0,0.0,4915.14,,0,False,False
acct_2c980cbe65,5,6,1.0,1,1,0,16.830555555555556,16.780555555555555,3215.6877777777777,ring_019,1,False,False
acct_ffb41c8b1d,0,1,0.0,0,0,0,0.0,4056.0,3061.228,,0,False,False
acct_476f0f11b7,0,1,0.0,0,0,0,0.0,6120.0,2535.133333333333,,0,False,False
acct_f8da54e885,0,1,0.0,0,0,0,0.0,6936.0,2315.865,,0,False,False
acct_e69793fdec,0,1,0.0,0,0,0,0.0,3648.0,2294.976666666667,,0,False,False
acct_ab5f18314e,0,1,0.0,0,0,0,0.0,9312.0,1787.0,,0,False,False
acct_279bd75511,0,1,0.0,0,0,0,0.0,3792.0,4045.7,,0,False,False
acct_4662573f68,0,1,0.0,0,0,0,0.0,5184.0,2356.5566666666664,,0,False,False
acct_1053b1c6bf,0,1,0.0,0,0,0,0.0,5088.0,2489.18,,0,False,False
acct_e02120fd61,6,7,1.0,1,1,0,20.301388888888887,22.468055555555555,2756.7653846153844,ring_016,1,False,False
acct_7f200c3e78,0,1,0.0,0,0,0,0.0,3432.0,3077.1299999999997,,0,False,False
acct_c15d07ada7,0,1,0.0,0,0,0,0.0,0.0,1505.06,,0,False,False
acct_c995f83648,0,1,0.0,0,0,0,0.0,5544.0,1089.726,,0,False,False
acct_8bb6943db9,0,1,0.0,0,0,0,0.0,4200.0,1548.414,,0,False,False
acct_00bb6ac510,0,1,0.0,0,0,0,0.0,6552.0,2754.266,,0,False,False
acct_9770721848,0,1,0.0,0,0,0,0.0,0.0,3907.57,,0,False,False
acct_36befedbab,0,1,0.0,0,0,0,0.0,6984.0,2431.398,,0,False,False
acct_f6e194487d,0,1,0.0,0,0,0,0.0,672.0,2166.8650000000002,,0,False,False
acct_ce1d1f6af3,0,1,0.0,0,0,0,0.0,3240.0,2290.3075,,0,False,False
acct_b40b2e36cb,15,16,1.0,1,0,1,12732.0775,21372.77972222222,2345.5634693877555,,0,False,False
acct_5b9e263402,18,19,1.0,1,0,1,13499.676944444445,18071.27611111111,2814.9192187500003,,0,False,False
acct_d5071a13b6,7,8,1.0,2,2,0,13.681666666666667,1072.548611111111,2031.4963636363636,evasive_ring_005,1,False,True
acct_f5fff04217,0,1,0.0,0,0,0,0.0,7296.0,2928.175,,0,False,False
acct_009e4ae8cc,0,1,0.0,0,0,0,0.0,4392.0,3606.6733333333336,,0,False,False
acct_2681394e14,0,1,0.0,0,0,0,0.0,7200.0,2221.692,,0,False,False
acct_1b9ecf7205,0,1,0.0,0,0,0,0.0,6792.0,3647.3939999999993,,0,False,False
acct_4f79cb1c2c,0,1,0.0,0,0,0,0.0,3048.0,3038.9174999999996,,0,False,False
acct_1eecd3f5c0,0,1,0.0,0,0,0,0.0,1176.0,3491.24,,0,False,False
acct_8dcd00f80e,17,18,1.0,1,0,1,13462.246388888889,21862.24638888889,2190.339649122807,,0,False,False
acct_3f9d5d4e9e,0,1,0.0,0,0,0,0.0,0.0,1604.09,,0,False,False
acct_b6c151ed15,0,1,0.0,0,0,0,0.0,0.0,2059.33,,0,False,False
acct_2757f3ab89,17,18,1.0,1,0,1,11331.32138888889,16812.36972222222,2751.409649122807,,0,False,False
acct_8ea0f1484e,0,1,0.0,0,0,0,0.0,4608.0,2660.535,,0,False,False
acct_76c8e45a7e,0,1,0.0,0,0,0,0.0,6264.0,1824.5600000000002,,0,False,False
acct_9197256760,0,1,0.0,0,0,0,0.0,0.0,92.02,,0,True,False
acct_d1d8cc6043,16,17,1.0,1,0,1,12978.23361111111,17656.651944444446,2329.026296296296,,0,False,False
acct_2e2ff14cbb,21,22,1.0,1,0,1,11792.805277777778,19858.71138888889,2490.0601639344254,,0,False,False
acct_bba4976b64,0,1,0.0,0,0,0,0.0,3336.0,3332.98,,0,False,False
acct_39dd93ee33,0,1,0.0,0,0,0,0.0,0.0,3091.1,,0,False,False
acct_50bdfc0208,0,1,0.0,0,0,0,0.0,3936.0,2536.375,,0,False,False
acct_3f6db90505,0,1,0.0,0,0,0,0.0,6720.0,1625.3799999999999,,0,False,False
acct_c2bbfa041b,0,1,0.0,0,0,0,0.0,8136.0,2739.3460000000005,,0,False,False
acct_bf2c2fa915,0,1,0.0,0,0,0,0.0,4920.0,3597.865,,0,False,False
acct_3e350cb55b,5,6,1.0,2,2,0,3.8875,4.877777777777778,2665.9283333333337,ring_010,1,False,False
acct_ad34b42000,0,1,0.0,0,0,0,0.0,5688.0,1575.85,,0,False,False
acct_2f2d0dedb8,0,1,0.0,0,0,0,0.0,0.0,2959.03,,0,False,False
acct_f574c4b8ae,0,1,0.0,0,0,0,0.0,0.0,582.99,,0,False,False
acct_6579e9a335,19,20,1.0,1,0,1,11389.939722222221,19739.16083333333,2677.8928358208955,,0,False,False
acct_20bae9737c,0,1,0.0,0,0,0,0.0,2904.0,2441.86,,0,False,False
acct_190d5c2a42,5,6,1.0,2,2,0,15.233611111111111,16.933611111111112,2327.398,ring_036,1,False,False
acct_f718eb9b15,0,1,0.0,0,0,0,0.0,5304.0,1538.2600000000002,,0,False,False
acct_ea41cb2f9b,0,1,0.0,0,0,0,0.0,4704.0,2726.8424999999997,,0,False,False
acct_58eaf1bf22,0,1,0.0,0,0,0,0.0,7200.0,2862.9533333333334,,0,False,False
acct_e0cfe37d7b,3,4,1.0,1,1,0,20.087222222222223,21.970555555555556,2126.01,ring_027,1,False,False
acct_a8803b5a56,0,1,0.0,0,0,0,0.0,3144.0,3687.87,,0,False,False
acct_f27f2667ef,0,1,0.0,0,0,0,0.0,8400.0,2404.65,,0,False,False
acct_e45174ad75,0,1,0.0,0,0,0,0.0,8712.0,1403.966666666667,,0,False,False
acct_48b6b92a01,0,1,0.0,0,0,0,0.0,6576.0,3178.3700000000003,,0,False,False
acct_6ba0c11141,0,1,0.0,0,0,0,0.0,8976.0,2753.8840000000005,,0,False,False
acct_a755a3e0ef,27,28,1.0,1,0,1,12570.43611111111,20516.663333333334,2544.280136986301,,0,False,False
acct_43e9cad866,0,1,0.0,0,0,0,0.0,4728.0,3477.9674999999997,,0,False,False
acct_ecd2f2c386,0,1,0.0,0,0,0,0.0,5184.0,2978.3199999999997,,0,False,False
acct_a3bb79be1b,2,3,1.0,1,1,0,43.45055555555555,1106.601111111111,2132.095,evasive_ring_012,1,False,True
acct_9b4d7af82d,0,1,0.0,0,0,0,0.0,4368.0,2255.7125,,0,False,False
acct_7db8d0e642,0,1,0.0,0,0,0,0.0,8808.0,2718.89,,0,False,False
acct_e58624227b,0,1,0.0,0,0,0,0.0,5352.0,2440.7259999999997,,0,False,False
acct_0b54cb2a83,0,1,0.0,0,0,0,0.0,792.0,2559.3050000000003,,0,False,False
acct_18882e98be,0,1,0.0,0,0,0,0.0,4296.0,2405.64,,0,False,False
acct_7a9153acb5,0,1,0.0,0,0,0,0.0,6264.0,3053.83,,0,False,False
acct_0547f03fc0,0,1,0.0,0,0,0,0.0,7776.0,2349.275,,0,False,False
acct_ff76c9ee68,0,1,0.0,0,0,0,0.0,7656.0,2727.6066666666666,,0,False,False
acct_8c05b554dc,0,1,0.0,0,0,0,0.0,1464.0,4521.375,,0,True,False
acct_6652f0c557,5,6,0.7333333333333333,2,2,0,25.966944444444444,25.916944444444443,2625.7255555555553,ring_006,1,False,False
acct_6ce2224bc6,0,1,0.0,0,0,0,0.0,0.0,2283.89,,0,False,False
acct_849b6c5f1a,19,20,1.0,1,0,1,12943.4675,20190.8775,2706.055,,0,False,False
acct_03e00ebec4,0,1,0.0,0,0,0,0.0,2496.0,2950.3759999999997,,0,False,False
acct_5a3fecef74,0,1,0.0,0,0,0,0.0,2208.0,2433.845,,0,False,False
acct_6a8a44c052,0,1,0.0,0,0,0,0.0,8640.0,1965.6299999999999,,0,False,False
acct_37a57e1f3b,3,4,1.0,1,1,0,6.8675,8970.86611111111,1685.2023076923078,,0,True,False
acct_4f0d0aa84c,18,19,1.0,1,0,1,12859.060833333333,19322.019722222223,2563.963548387097,,0,False,False
acct_7adab97aec,0,1,0.0,0,0,0,0.0,1512.0,3584.725,,0,False,False
acct_90f3c3f24d,21,22,1.0,1,0,1,12571.982777777777,19177.21277777778,2589.6075,,0,False,False
acct_2be9b0b385,17,18,1.0,1,0,1,13411.7975,18526.727222222224,2336.0228070175435,,0,False,False
acct_57f67ba7a2,0,1,0.0,0,0,0,0.0,0.0,4316.93,,0,False,False
acct_f36105c857,0,1,0.0,0,0,0,0.0,0.0,4222.96,,0,False,False
acct_33a15b598b,0,1,0.0,0,0,0,0.0,5352.0,2519.356,,0,False,False
acct_537e56a230,27,28,1.0,1,0,1,12570.43611111111,20516.663333333334,2544.280136986301,,0,False,False
acct_066d162d96,0,1,0.0,0,0,0,0.0,5280.0,1561.4266666666665,,0,False,False
acct_a5261de775,0,1,0.0,0,0,0,0.0,6480.0,4437.79,,0,False,False
acct_ea1eca7bd4,0,1,0.0,0,0,0,0.0,3552.0,3184.963333333333,,0,False,False
acct_646fdf0645,0,1,0.0,0,0,0,0.0,8808.0,1128.64,,0,False,False
acct_7363a7763d,3,4,1.0,1,1,0,38.783611111111114,8169.216388888889,2616.3054545454543,,0,True,False
acct_bc3132c175,0,1,0.0,0,0,0,0.0,5112.0,3215.784,,0,False,False
acct_74bb073ebd,0,1,0.0,0,0,0,0.0,8376.0,2839.5899999999997,,0,True,False
acct_5a481c6cbd,0,1,0.0,0,0,0,0.0,8016.0,3665.0039999999995,,0,False,False
acct_348cf97e54,0,1,0.0,0,0,0,0.0,4536.0,873.1966666666667,,0,False,False
acct_1fb37d71a0,0,1,0.0,0,0,0,0.0,0.0,69.85,,0,False,False
acct_1fe7da8044,0,1,0.0,0,0,0,0.0,6744.0,2622.9475,,0,False,False
acct_747fdde2d3,0,1,0.0,0,0,0,0.0,1272.0,2481.805,,0,False,False
acct_11b5455430,1,2,1.0,1,1,0,4687.2538888888885,4488.0,2534.932,,0,False,False
acct_39d2279e32,0,1,0.0,0,0,0,0.0,8904.0,3531.4980000000005,,0,False,False
acct_f2a3234bd5,0,1,0.0,0,0,0,0.0,6792.0,2764.1000000000004,,0,False,False
acct_67b1f3c3e2,0,1,0.0,0,0,0,0.0,4824.0,1775.64,,0,False,False
